"id_curriculo";"codigo";"nome_matriz";"id_curso";"nome_curso";"semestre_conclusao_minimo";"semestre_conclusao_ideal";"semestre_conclusao_maximo";"meses_conclusao_minimo";"meses_conclusao_ideal";"meses_conclusao_maximo";"cr_total_minimo";"ch_total_minima";"ch_optativas_minima";"ch_complementar_minima";"max_eletivos";"ch_nao_atividade_obrigatoria";"cr_nao_atividade_obrigatorio";"ch_atividade_obrigatoria";"cr_minimo_semestre";"cr_ideal_semestre";"cr_maximo_semestre";"ch_minima_semestre";"ch_ideal_semestre";"ch_maxima_semestre";"periodo_entrada_vigor";"ano_entrada_vigor";"observacao"
"149635589";"05";"LETRAS - LÍNGUA ESPANHOLA - CURRAIS NOVOS - N";"118922026";"LETRAS - LÍNGUA ESPANHOLA";"9";"9";"14";"";"";"";"0";"3210";"360";"200";"600";"2190";"0";"460";"";"";"";"";"";"420";"1";"2021";""
"110402202";"06";"ENGENHARIA MECÂNICA - NATAL - MT - FORMAÇÃO";"2000031";"ENGENHARIA MECÂNICA";"10";"10";"15";"";"";"";"0";"3850";"390";"210";"600";"3030";"0";"220";"17";"25";"29";"260";"";"0";"2";"2015";""
"96083666";"03";"HISTÓRIA - CAICÓ - MT - LICENCIATURA";"111635060";"HISTÓRIA";"8";"8";"14";"";"";"";"132";"3000";"420";"0";"600";"1980";"132";"600";"4";"24";"28";"30";"";"0";"1";"2013";""
"100758";"02";"HISTÓRIA - NATAL - M - BACHARELADO";"2000046";"HISTÓRIA";"10";"10";"14";"";"";"";"108";"2570";"480";"0";"600";"1620";"108";"470";"4";"20";"32";"60";"0";"0";"1";"2004";""
"127682763";"04";"LETRAS - LÍNGUA PORTUGUESA - NATAL - M";"118881115";"LETRAS - LÍNGUA PORTUGUESA";"8";"8";"12";"";"";"";"117";"3280";"700";"200";"600";"1920";"117";"460";"";"";"";"180";"";"0";"1";"2019";""
"10340342";"01";"FARMÁCIA - NATAL - N - FORMAÇÃO";"2000039";"FARMÁCIA";"13";"13";"20";"";"";"";"198";"4200";"360";"0";"600";"2970";"198";"870";"1";"98";"99";"15";"";"0";"1";"2009";""
"510231325";"05B";"FARMÁCIA - NATAL - MT - FORMAÇÃO";"2000039";"FARMÁCIA";"9";"9";"14";"";"";"";"198";"4200";"360";"0";"600";"2970";"198";"870";"1";"98";"99";"15";"";"0";"1";"2011";""
"119513876";"01";"COMUNICAÇÃO SOCIAL - AUDIOVISUAL - NATAL - T";"119512361";"COMUNICAÇÃO SOCIAL - AUDIOVISUAL";"8";"8";"12";"";"";"";"124";"2700";"300";"200";"600";"1860";"124";"340";"";"";"";"300";"";"0";"1";"2017";""
"509141880";"01";"HISTÓRIA - NATAL - MTN - LICENCIATURA";"50913238";"HISTÓRIA";"8";"8";"12";"";"";"";"129";"2835";"300";"0";"600";"1935";"129";"600";"8";"22";"25";"60";"";"680";"1";"2014";""
"115764587";"02";"CIÊNCIAS E TECNOLOGIA - NATAL - N - BACHARELADO";"10320810";"CIÊNCIAS E TECNOLOGIA";"7";"7";"10";"";"";"";"26";"2400";"270";"120";"600";"2010";"26";"0";"4";"24";"32";"60";"";"0";"1";"2016";""
"139767893";"03";"QUÍMICA - NATAL - N - LICENCIATURA";"111635075";"QUÍMICA";"8";"10";"15";"";"";"";"155";"3255";"330";"200";"600";"2325";"155";"400";"";"";"";"30";"";"420";"1";"2020";""
"507863461";"01A";"EDUCAÇÃO FÍSICA - NATAL - TN - BACHARELADO";"2000022";"EDUCAÇÃO FÍSICA";"9";"9";"14";"";"";"";"118";"3215";"780";"0";"600";"1770";"118";"665";"4";"20";"32";"60";"";"0";"1";"2011";""
"133814422";"05A";"ADMINISTRAÇÃO - NATAL - N - BACHARELADO";"2000002";"ADMINISTRAÇÃO";"9";"9";"13";"";"";"";"136";"3075";"420";"180";"600";"2040";"136";"435";"";"";"";"30";"";"420";"1";"2019";""
"7046170";"01";"DESIGN - NATAL - MT - BACHARELADO";"6992521";"DESIGN";"9";"9";"13";"";"";"";"146";"2690";"300";"0";"600";"2190";"146";"200";"12";"24";"28";"180";"";"0";"2";"2009";""
"100669";"01";"COMUNICAÇÃO SOCIAL - NATAL - RADIALISMO - N - BACHARELADO";"2000016";"COMUNICAÇÃO SOCIAL";"8";"9";"14";"";"";"";"151";"2760";"270";"0";"600";"2265";"151";"225";"1";"98";"99";"1";"0";"0";"1";"2002";""
"100668";"03";"COMUNICAÇÃO SOCIAL - NATAL - JORNALISMO - N - BACHARELADO";"2000016";"COMUNICAÇÃO SOCIAL";"8";"9";"14";"";"";"";"136";"2715";"450";"0";"600";"2040";"136";"225";"1";"98";"99";"1";"0";"0";"1";"2002";""
"100761";"03";"COMUNICAÇÃO SOCIAL - NATAL - JORNALISMO - T - BACHARELADO";"2000016";"COMUNICAÇÃO SOCIAL";"8";"9";"14";"";"";"";"136";"2715";"450";"0";"600";"2040";"136";"225";"1";"98";"99";"15";"0";"0";"1";"2005";""
"110542153";"01B";"PSICOLOGIA - SANTA CRUZ - MT - BACHARELADO";"102160763";"PSICOLOGIA";"10";"10";"15";"";"";"";"147";"4050";"405";"210";"600";"2535";"147";"900";"22";"25";"31";"330";"";"465";"1";"2015";""
"115765126";"02";"CIÊNCIAS E TECNOLOGIA - NATAL - MT - BACHARELADO";"10320810";"CIÊNCIAS E TECNOLOGIA";"6";"6";"9";"";"";"";"22";"2400";"390";"120";"600";"1890";"22";"0";"4";"24";"32";"60";"";"420";"1";"2016";""
"110541959";"01B";"PSICOLOGIA - SANTA CRUZ - MT - BACHARELADO";"102160763";"PSICOLOGIA";"10";"10";"15";"";"";"";"147";"4050";"405";"210";"600";"2535";"147";"900";"22";"25";"31";"330";"";"465";"1";"2015";""
"110542944";"01B";"PSICOLOGIA - SANTA CRUZ - MT - BACHARELADO";"102160763";"PSICOLOGIA";"10";"10";"15";"";"";"";"147";"4050";"405";"210";"600";"2535";"147";"900";"22";"25";"31";"330";"";"465";"1";"2015";""
"24997720";"03";"CIÊNCIAS ECONÔMICAS - NATAL - N - BACHARELADO";"2000014";"CIÊNCIAS ECONÔMICAS";"10";"10";"15";"";"";"";"144";"3000";"540";"0";"600";"2160";"144";"300";"1";"20";"28";"15";"";"0";"1";"2010";""
"136931968";"04";"SERVIÇO SOCIAL - NATAL - T - BACHARELADO";"2000068";"SERVIÇO SOCIAL";"8";"8";"12";"";"";"";"24";"3090";"330";"240";"600";"1920";"24";"600";"";"";"";"30";"";"450";"2";"2019";""
"133417595";"01C";"FISIOTERAPIA - SANTA CRUZ - MT - FORMAÇÃO";"10345860";"FISIOTERAPIA";"10";"10";"15";"";"";"";"47";"4020";"414";"201";"600";"2505";"47";"900";"";"";"";"60";"";"0";"1";"2019";""
"127200495";"03";"MÚSICA - NATAL - MT";"2000057";"MÚSICA";"8";"8";"12";"";"";"";"64";"3070";"1590";"160";"600";"960";"64";"360";"";"";"";"30";"";"0";"1";"2018";""
"139454633";"05";"GEOGRAFIA - NATAL - M - BACHARELADO";"2000043";"GEOGRAFIA";"8";"8";"12";"";"";"";"118";"2430";"290";"130";"600";"1980";"118";"30";"";"";"";"60";"";"420";"1";"2020";""
"127198899";"03";"MÚSICA - NATAL - MT";"2000057";"MÚSICA";"8";"8";"12";"";"";"";"54";"3070";"1680";"160";"600";"810";"54";"420";"";"";"";"30";"";"0";"1";"2018";""
"115444268";"02";"TURISMO - NATAL - T - BACHARELADO";"2000069";"TURISMO";"8";"8";"12";"";"";"";"136";"2865";"300";"150";"600";"2040";"136";"375";"4";"24";"32";"15";"";"0";"1";"2016";""
"7777620";"04";"ENGENHARIA QUÍMICA - NATAL - MTN - FORMAÇÃO";"2000032";"ENGENHARIA QUÍMICA";"9";"10";"16";"";"";"";"195";"3920";"360";"0";"600";"2925";"195";"635";"2";"24";"32";"30";"";"0";"1";"2009";""
"133694155";"05";"FISIOTERAPIA - NATAL - MT - FORMAÇÃO";"2000042";"FISIOTERAPIA";"10";"10";"15";"";"";"";"73";"4260";"450";"240";"600";"2640";"73";"930";"";"";"";"30";"";"575";"1";"2019";""
"133789208";"02";"CIÊNCIAS BIOLÓGICAS - NATAL - MT - LICENCIATURA";"111635035";"CIÊNCIAS BIOLÓGICAS";"8";"8";"12";"";"";"";"149";"3378";"360";"200";"600";"2418";"149";"400";"";"";"";"30";"";"520";"1";"2019";""
"127201308";"03";"MÚSICA - NATAL - MT";"2000057";"MÚSICA";"8";"8";"12";"";"";"";"82";"3070";"1095";"160";"600";"1230";"82";"585";"";"";"";"30";"";"0";"1";"2018";""
"133471081";"01D";"CIÊNCIAS ATUARIAIS - NATAL - N - BACHARELADO";"6633741";"CIÊNCIAS ATUARIAIS";"8";"8";"12";"";"";"";"128";"2490";"300";"150";"600";"1920";"128";"120";"";"";"";"30";"";"420";"1";"2019";""
"133262792";"06";"CIÊNCIAS BIOLÓGICAS - NATAL - MT - BACHARELADO";"2000009";"CIÊNCIAS BIOLÓGICAS";"8";"8";"12";"";"";"";"149";"3215";"345";"170";"600";"2280";"149";"420";"";"";"";"60";"";"0";"1";"2019";""
"132221885";"02";"SAÚDE COLETIVA - NATAL - N - BACHARELADO";"7252420";"SAÚDE COLETIVA";"9";"9";"13";"";"";"";"110";"3225";"325";"200";"600";"2100";"110";"600";"";"";"";"60";"";"0";"1";"2019";""
"130940641";"02";"GESTÃO DE POLÍTICAS PÚBLICAS - NATAL - N - BACHARELADO";"10426760";"GESTÃO DE POLÍTICAS PÚBLICAS";"8";"8";"12";"";"";"";"26";"3000";"1320";"150";"600";"390";"26";"1140";"";"";"";"30";"";"0";"2";"2018";""
"89554733";"01A";"ENFERMAGEM - SANTA CRUZ - MT - FORMAÇÃO";"13027790";"ENFERMAGEM";"9";"9";"12";"";"";"";"119";"4040";"90";"0";"600";"3000";"119";"950";"2";"98";"99";"15";"";"0";"1";"2012";""
"136612813";"05B";"ODONTOLOGIA - NATAL - MT - FORMAÇÃO";"2000059";"ODONTOLOGIA";"10";"10";"15";"";"";"";"108";"4350";"450";"225";"600";"2880";"108";"795";"";"";"";"15";"";"600";"2";"2019";""
"510278490";"05B";"ARQUITETURA E URBANISMO - NATAL - MTN - FORMAÇÃO";"2000005";"ARQUITETURA E URBANISMO";"10";"10";"16";"";"";"";"236";"4880";"300";"0";"600";"3585";"236";"995";"10";"28";"40";"150";"";"600";"1";"2011";""
"130313338";"05";"ENFERMAGEM - NATAL - MT - FORMAÇÃO";"2000023";"ENFERMAGEM";"10";"10";"15";"";"";"";"98";"4200";"420";"210";"600";"2700";"98";"870";"";"";"";"60";"";"0";"2";"2018";""
"114795355";"02";"ECOLOGIA - NATAL - N - BACHARELADO";"2000121";"ECOLOGIA";"8";"8";"14";"";"";"";"137";"2845";"300";"145";"600";"2055";"137";"345";"8";"20";"36";"15";"";"0";"1";"2016";""
"114793595";"02";"ECOLOGIA - NATAL - MT - BACHARELADO";"2000121";"ECOLOGIA";"8";"8";"14";"";"";"";"137";"2845";"300";"145";"600";"2055";"137";"345";"8";"20";"36";"15";"";"0";"1";"2016";""
"120481177";"02";"BIOMEDICINA - NATAL - N - BACHARELADO";"2000122";"BIOMEDICINA";"11";"11";"15";"";"";"";"158";"4030";"405";"210";"600";"2370";"158";"1045";"";"";"";"15";"";"0";"1";"2017";""
"100762";"01";"COMUNICAÇÃO SOCIAL - NATAL - RADIALISMO - T - BACHARELADO";"2000016";"COMUNICAÇÃO SOCIAL";"8";"9";"14";"";"";"";"151";"2760";"270";"0";"600";"2265";"151";"225";"1";"98";"99";"1";"0";"0";"1";"2005";""
"102187364";"01";"METEOROLOGIA - NATAL - T - BACHARELADO";"101644626";"METEOROLOGIA";"8";"8";"12";"";"";"";"156";"3300";"360";"180";"600";"2340";"156";"420";"4";"24";"26";"60";"";"0";"1";"2014";""
"133367758";"02";"FONOAUDIOLOGIA - NATAL - MT - FORMAÇÃO";"7410980";"FONOAUDIOLOGIA";"8";"8";"12";"";"";"";"225";"3600";"360";"180";"600";"3015";"225";"45";"";"";"";"60";"";"0";"1";"2019";""
"139762729";"02";"QUÍMICA - NATAL - M - LICENCIATURA";"111635075";"QUÍMICA";"6";"8";"12";"";"";"";"155";"3255";"330";"200";"600";"2325";"155";"400";"";"";"";"30";"";"540";"1";"2020";""
"506825900";"04A";"FÍSICA - NATAL - MT - BACHARELADO";"2000041";"FÍSICA";"8";"8";"12";"";"";"";"156";"2730";"120";"";"600";"2340";"156";"270";"4";"25";"36";"60";"";"";"1";"2011";""
"20506160";"04C";"PSICOLOGIA - NATAL - MT - BACHARELADO";"2000066";"PSICOLOGIA";"10";"10";"16";"";"";"";"44";"4085";"300";"200";"600";"2295";"44";"1290";"1";"98";"99";"15";"";"0";"1";"2010";""
"136931723";"04";"SERVIÇO SOCIAL - NATAL - M - BACHARELADO";"2000068";"SERVIÇO SOCIAL";"8";"8";"12";"";"";"";"24";"3090";"330";"240";"600";"1920";"24";"600";"";"";"";"30";"";"450";"2";"2019";""
"20503690";"04C";"PSICOLOGIA - NATAL - MT - BACHARELADO";"2000066";"PSICOLOGIA";"10";"10";"16";"";"";"";"44";"4085";"300";"200";"600";"2295";"44";"1290";"1";"98";"99";"15";"";"0";"1";"2010";""
"139688895";"4";"CIÊNCIAS SOCIAIS - NATAL - N - LICENCIATURA";"111635038";"CIÊNCIAS SOCIAIS";"8";"8";"12";"";"";"";"98";"3200";"360";"220";"600";"1500";"98";"1120";"";"";"";"60";"";"420";"1";"2020";""
"508377771";"02";"ENGENHARIA TÊXTIL - NATAL - TN - FORMAÇÃO";"2000033";"ENGENHARIA TÊXTIL";"10";"10";"16";"";"";"";"201";"3790";"450";"0";"600";"3015";"201";"325";"4";"25";"32";"30";"";"0";"1";"2011";""
"120480419";"02";"BIOMEDICINA - NATAL - MT - BACHARELADO";"2000122";"BIOMEDICINA";"9";"9";"13";"";"";"";"158";"4030";"405";"210";"600";"2370";"158";"1045";"";"";"";"15";"";"0";"1";"2017";""
"85278443";"03B";"CIÊNCIAS SOCIAIS - NATAL - M - BACHARELADO";"2000015";"CIÊNCIAS SOCIAIS";"8";"8";"12";"";"";"";"104";"2520";"660";"0";"600";"1560";"104";"300";"2";"16";"30";"60";"";"0";"1";"2011";""
"115522686";"04A";"ENGENHARIA CIVIL - NATAL - MTN - FORMAÇÃO";"2000025";"ENGENHARIA CIVIL";"10";"10";"15";"";"";"";"206";"3915";"393";"197";"600";"3090";"206";"235";"4";"30";"42";"300";"";"450";"1";"2016";""
"108818993";"06";"MATEMÁTICA - NATAL - MT - LICENCIATURA";"111635066";"MATEMÁTICA";"8";"8";"12";"";"";"";"128";"2820";"300";"200";"600";"1920";"128";"400";"4";"22";"34";"60";"";"0";"1";"2015";""
"108819666";"04";"MATEMÁTICA - NATAL - N - LICENCIATURA";"111635066";"MATEMÁTICA";"8";"8";"12";"";"";"";"128";"2820";"300";"200";"600";"1920";"128";"400";"4";"22";"34";"60";"";"0";"1";"2015";""
"105519342";"04";"CIÊNCIAS CONTÁBEIS - NATAL - N - BACHARELADO";"2000011";"CIÊNCIAS CONTÁBEIS";"10";"10";"15";"";"";"";"160";"3000";"300";"160";"600";"2400";"160";"140";"4";"24";"28";"60";"";"0";"1";"2015";""
"130942547";"02";"DANÇA - NATAL - N - LICENCIATURA";"7264330";"DANÇA";"9";"9";"12";"";"";"";"104";"3240";"780";"200";"600";"1560";"104";"700";"";"";"";"30";"";"0";"1";"2019";""
"108222242";"03";"FILOSOFIA - NATAL - N - BACHARELADO";"2000040";"FILOSOFIA";"8";"8";"12";"";"";"";"60";"2400";"1260";"120";"600";"900";"60";"120";"4";"20";"28";"60";"";"0";"1";"2015";""
"139624391";"02";"QUÍMICA - NATAL - M - BACHARELADO";"2000067";"QUÍMICA";"8";"8";"12";"";"";"";"149";"2845";"300";"150";"600";"2235";"149";"160";"";"";"";"30";"";"540";"1";"2020";""
"139774401";"6";"FILOSOFIA - NATAL - N - LICENCIATURA";"111635047";"FILOSOFIA";"8";"8";"12";"";"";"";"104";"3220";"600";"200";"600";"1560";"104";"860";"";"";"";"60";"";"420";"1";"2020";""
"105512207";"04";"CIÊNCIAS CONTÁBEIS - NATAL - M - BACHARELADO";"2000011";"CIÊNCIAS CONTÁBEIS";"10";"10";"15";"";"";"";"160";"3000";"300";"160";"600";"2400";"160";"140";"4";"24";"28";"60";"";"0";"1";"2015";""
"137928984";"04";"FÍSICA - NATAL - N - LICENCIATURA";"111635050";"FÍSICA";"10";"10";"15";"";"";"";"166";"3450";"360";"200";"600";"2490";"166";"400";"";"";"";"60";"";"340";"1";"2020";""
"127919249";"03";"BIBLIOTECONOMIA - NATAL - T - BACHARELADO";"2000006";"BIBLIOTECONOMIA";"8";"8";"12";"";"";"";"120";"2730";"360";"150";"600";"1800";"120";"420";"";"";"";"60";"";"0";"1";"2018";""
"140112779";"04A";"MEDICINA - NATAL - MTN - FORMAÇÃO";"2000056";"MEDICINA";"12";"12";"18";"";"";"";"144";"8332";"400";"417";"600";"3930";"144";"3585";"";"";"";"60";"";"0";"1";"2020";""
"133797766";"03";"CIÊNCIAS BIOLÓGICAS - NATAL - N - LICENCIATURA";"111635035";"CIÊNCIAS BIOLÓGICAS";"10";"10";"14";"";"";"";"149";"3378";"360";"200";"600";"2418";"149";"400";"";"";"";"30";"";"340";"1";"2019";""
"150109788";"05";"ESTATÍSTICA - NATAL - M - FORMAÇÃO";"2000034";"ESTATÍSTICA";"8";"8";"12";"";"";"";"120";"3005";"590";"170";"120";"2130";"120";"115";"";"";"";"";"";"540";"1";"2021";""
"24798170";"03";"CIÊNCIAS ECONÔMICAS - NATAL - M - BACHARELADO";"2000014";"CIÊNCIAS ECONÔMICAS";"10";"10";"15";"";"";"";"144";"3000";"540";"0";"600";"2160";"144";"300";"1";"20";"28";"15";"";"0";"2";"2010";""
